region_id	n_cpg	mean5mC	total_cov	chrom	start	end	meth_state
CGI_10031	46	0.0471683599419448	1378	NC_086028.1	55065070	55065700	hypomethylated
CGI_10032	65	0.061681455120601	2529	NC_086028.1	55123876	55124566	hypomethylated
CGI_10033	53	0.0800855959502991	2173	NC_086028.1	55135925	55136560	hypomethylated
CGI_10034	125	0.0706577235772359	5166	NC_086028.1	55142388	55143652	hypomethylated
CGI_10035	121	0.0585730880369871	5191	NC_086028.1	55157801	55158976	hypomethylated
CGI_10036	44	0.963015647226173	703	NC_086028.1	55188389	55188984	hypermethylated
CGI_10037	38	0.940330113636364	704	NC_086028.1	55189410	55189948	hypermethylated
CGI_10038	51	0.0425320680628272	1528	NC_086028.1	55213179	55213881	hypomethylated
CGI_10039	85	0.0350225272124941	2113	NC_086028.1	55217971	55219065	hypomethylated
CGI_1004	42	0.044961487236404	1802	NC_086019.1	174673627	174674243	hypomethylated
CGI_10040	62	0.032268020022247	1798	NC_086028.1	55221805	55222663	hypomethylated
CGI_10041	28	0.775551211801897	949	NC_086028.1	55244912	55245450	hypermethylated
CGI_10042	36	0.925987416728349	1351	NC_086028.1	55441804	55442462	hypermethylated
CGI_10043	74	0.0438466203872853	2737	NC_086028.1	55452773	55453654	hypomethylated
CGI_10044	61	0.0621474101157831	1641	NC_086028.1	55645205	55645893	hypomethylated
CGI_10045	48	0.0870214814814815	1620	NC_086028.1	55662774	55663500	hypomethylated
CGI_10046	57	0.122999503585218	1813	NC_086028.1	55732888	55733705	hypomethylated
CGI_10047	80	0.0429961768219833	3348	NC_086028.1	55776644	55777489	hypomethylated
CGI_10048	64	0.0409962806424345	2366	NC_086028.1	55858743	55859629	hypomethylated
CGI_10049	78	0.0397000378214826	2644	NC_086028.1	55865865	55866774	hypomethylated
CGI_1005	45	0.0446352361183186	1927	NC_086019.1	174674076	174674805	hypomethylated
CGI_10050	43	0.0240189797449362	1333	NC_086028.1	55866822	55867375	hypomethylated
CGI_10051	52	0.0517773214285714	1680	NC_086028.1	55867696	55868350	hypomethylated
CGI_10052	43	0.0364563227307991	1289	NC_086028.1	55881699	55882336	hypomethylated
CGI_10053	60	0.0728309782608696	1840	NC_086028.1	55899798	55900577	hypomethylated
CGI_10054	80	0.060580895522388	3350	NC_086028.1	55912795	55913579	hypomethylated
CGI_10055	59	0.0563458554512046	2449	NC_086028.1	55977126	55977881	hypomethylated
CGI_10056	81	0.0472405329027049	2477	NC_086028.1	56064590	56065413	hypomethylated
CGI_10057	37	0.100217736486487	1776	NC_086028.1	56190445	56191041	hypomethylated
CGI_10058	70	0.0679531115879828	2796	NC_086028.1	56202766	56203522	hypomethylated
CGI_10059	49	0.0773564339781329	2378	NC_086028.1	56222683	56223390	hypomethylated
CGI_1006	29	0.80751733226837	1252	NC_086019.1	174812604	174813163	hypermethylated
CGI_10060	76	0.0423857519157088	4176	NC_086028.1	56237728	56238898	hypomethylated
CGI_10061	37	0.0880580665024631	1624	NC_086028.1	56255263	56255808	hypomethylated
CGI_10062	87	0.963494748639129	3123	NC_086028.1	56885400	56886266	hypermethylated
CGI_10063	45	0.936856404088996	1663	NC_086028.1	57176584	57177276	hypermethylated
CGI_10064	117	0.155202193844139	3054	NC_086028.1	57264495	57265510	hypomethylated
CGI_10065	50	0.0458419191919192	2574	NC_086028.1	57338555	57339234	hypomethylated
CGI_10066	42	0.0589745161290323	2170	NC_086028.1	57339044	57339665	hypomethylated
CGI_10067	34	0.0492330415754924	914	NC_086028.1	57478965	57479588	hypomethylated
CGI_10068	84	0.0503485275288093	2343	NC_086028.1	57527373	57528233	hypomethylated
CGI_10069	49	0.0513896282698486	2179	NC_086028.1	57555083	57555820	hypomethylated
CGI_1007	88	0.091264536954586	4492	NC_086019.1	175586568	175587571	hypomethylated
CGI_10070	94	0.0535413464086934	3773	NC_086028.1	57603947	57604813	hypomethylated
CGI_10071	24	0.955231943031536	983	NC_086028.1	57702759	57703298	hypermethylated
CGI_10072	180	0.0652279243003825	9934	NC_086028.1	57724087	57725704	hypomethylated
CGI_10073	34	0.0463670959433355	1553	NC_086028.1	57810600	57811130	hypomethylated
CGI_10074	38	0.0505642222222222	1800	NC_086028.1	57910818	57911389	hypomethylated
CGI_10075	87	0.0679841230463905	4031	NC_086028.1	57911463	57912430	hypomethylated
CGI_10076	68	0.246758769230769	1625	NC_086028.1	58080318	58081047	intermediate
CGI_10077	112	0.0545766477520734	4582	NC_086028.1	58135461	58136776	hypomethylated
CGI_10078	95	0.0434114987080103	3870	NC_086028.1	58163938	58165045	hypomethylated
CGI_10079	65	0.0356007572889057	2641	NC_086028.1	58248552	58249286	hypomethylated
CGI_1008	55	0.0714934426229508	2196	NC_086019.1	175780152	175780811	hypomethylated
CGI_10081	49	0.0678441461595824	1341	NC_086028.1	58276018	58276629	hypomethylated
CGI_10082	61	0.0421401586514625	2017	NC_086028.1	58293493	58294304	hypomethylated
CGI_10083	40	0.0401254320987654	1620	NC_086028.1	58315933	58316482	hypomethylated
CGI_10084	35	0.847110133333333	1125	NC_086028.1	59415888	59416542	hypermethylated
CGI_10085	106	0.126322169639607	2747	NC_086028.1	59892703	59893856	hypomethylated
CGI_10086	64	0.968657152588556	1468	NC_086028.1	59952014	59952745	hypermethylated
CGI_10087	43	0.945140565253533	1203	NC_086028.1	59970308	59970900	hypermethylated
CGI_10088	95	0.079793751933189	3233	NC_086028.1	59977729	59978845	hypomethylated
CGI_10089	90	0.0444108348134991	2815	NC_086028.1	59996287	59997131	hypomethylated
CGI_1009	188	0.0523337844448068	6133	NC_086019.1	176226407	176227980	hypomethylated
CGI_10090	102	0.0717557251908397	3275	NC_086028.1	60007657	60008748	hypomethylated
CGI_10091	67	0.0737461994913817	3539	NC_086028.1	60089889	60090535	hypomethylated
CGI_10092	42	0.0569542405063291	1580	NC_086028.1	60197646	60198176	hypomethylated
CGI_10093	40	0.0621218095881161	1481	NC_086028.1	60198650	60199201	hypomethylated
CGI_10094	39	0.0783235632183908	1392	NC_086028.1	60204772	60205318	hypomethylated
CGI_10095	64	0.0708472837896567	2301	NC_086028.1	60205308	60206081	hypomethylated
CGI_10096	103	0.0538669699090273	2858	NC_086028.1	60257010	60258190	hypomethylated
CGI_10097	43	0.049612158808933	1209	NC_086028.1	60258511	60259111	hypomethylated
CGI_10098	59	0.0692697001034127	2901	NC_086028.1	60284753	60285442	hypomethylated
CGI_10099	54	0.720214351547071	1519	NC_086028.1	60513872	60514561	hypermethylated
CGI_101	31	0.896393548387097	1023	NC_086019.1	24767930	24768548	hypermethylated
CGI_1010	146	0.197400493015612	4868	NC_086019.1	176492897	176494516	hypomethylated
CGI_10100	120	0.946690795352993	3357	NC_086028.1	60514583	60515921	hypermethylated
CGI_10101	43	0.684956608478803	1203	NC_086028.1	60516096	60516665	hypermethylated
CGI_10102	103	0.136674337517434	2868	NC_086028.1	60516665	60517808	hypomethylated
CGI_10103	54	0.033582155353394	1429	NC_086028.1	60520520	60521166	hypomethylated
CGI_10104	104	0.0538454945054945	2730	NC_086028.1	60521109	60522328	hypomethylated
CGI_10105	121	0.0712672496720594	2287	NC_086028.1	60540856	60542174	hypomethylated
CGI_10106	44	0.0974764556962025	790	NC_086028.1	60542129	60542776	hypomethylated
CGI_10107	64	0.0794426259654285	2719	NC_086028.1	60697909	60698828	hypomethylated
CGI_10108	59	0.0727723591549296	1704	NC_086028.1	60829504	60830305	hypomethylated
CGI_10109	42	0.0371125773195876	1455	NC_086028.1	60874798	60875378	hypomethylated
CGI_1011	114	0.0433070930811349	4018	NC_086019.1	176765569	176766750	hypomethylated
CGI_10110	74	0.0416931615925059	2135	NC_086028.1	60928754	60929544	hypomethylated
CGI_10111	56	0.0482910037878788	2112	NC_086028.1	60973663	60974439	hypomethylated
CGI_10112	38	0.0482286624203822	1099	NC_086028.1	60997322	60997849	hypomethylated
CGI_10113	35	0.0561194163860831	891	NC_086028.1	61001516	61002020	hypomethylated
CGI_10114	75	0.050109064794127	3133	NC_086028.1	61028497	61029324	hypomethylated
CGI_10115	97	0.0708840523882897	3894	NC_086028.1	61082577	61083761	hypomethylated
CGI_10116	170	0.241068795698925	4650	NC_086028.1	61150411	61151918	intermediate
CGI_10117	71	0.0378873555840821	1558	NC_086028.1	61330670	61331389	hypomethylated
CGI_10118	37	0.32054598583235	1694	NC_086028.1	61370569	61371101	intermediate
CGI_10119	119	0.0351262409288825	3445	NC_086028.1	61397548	61398583	hypomethylated
CGI_1012	55	0.0486728839330968	1973	NC_086019.1	176766554	176767175	hypomethylated
CGI_10120	89	0.0932537715303899	5051	NC_086028.1	61555840	61556741	hypomethylated
CGI_10121	77	0.0605616718794427	3517	NC_086028.1	61571018	61572038	hypomethylated
CGI_10122	64	0.041836522867337	3083	NC_086028.1	61593629	61594471	hypomethylated
CGI_10123	111	0.0716669967958054	3433	NC_086028.1	61744994	61746212	hypomethylated
CGI_10124	63	0.0656991841992271	2329	NC_086028.1	61837806	61838527	hypomethylated
CGI_10125	64	0.0518528544243577	2102	NC_086028.1	61903490	61904211	hypomethylated
CGI_10126	58	0.0422065196548418	1043	NC_086028.1	61958041	61958749	hypomethylated
CGI_10127	119	0.068703644859813	2140	NC_086028.1	61958635	61959900	hypomethylated
CGI_10128	31	0.0576	434	NC_086028.1	62005891	62006398	hypomethylated
CGI_10129	62	0.955570534904805	1103	NC_086028.1	62011767	62012506	hypermethylated
CGI_1013	42	0.953557846586911	1421	NC_086019.1	176787356	176788075	hypermethylated
CGI_10130	42	0.99722572815534	1442	NC_086028.1	62073002	62073592	hypermethylated
CGI_10131	28	0.929330563514804	1047	NC_086028.1	62078659	62079173	hypermethylated
CGI_10132	113	0.0597902173913043	4968	NC_086028.1	62184771	62185931	hypomethylated
CGI_10133	42	0.0474140674394099	1898	NC_086028.1	62270038	62270651	hypomethylated
CGI_10134	51	0.0699893617021276	1786	NC_086028.1	62324018	62324680	hypomethylated
CGI_10135	88	0.0420453143772527	4994	NC_086028.1	62555091	62556076	hypomethylated
CGI_10136	62	0.0606546704407602	2473	NC_086028.1	62695473	62696337	hypomethylated
CGI_10137	82	0.0723839834958739	2666	NC_086028.1	62809422	62810420	hypomethylated
CGI_10138	39	0.944831292517007	1323	NC_086028.1	62818717	62819239	hypermethylated
CGI_10139	123	0.053243935309973	4452	NC_086028.1	62836063	62837101	hypomethylated
CGI_1014	19	0.929094216417911	536	NC_086019.1	176795706	176796242	hypermethylated
CGI_10140	127	0.055908711018711	4810	NC_086028.1	62839826	62840845	hypomethylated
CGI_10141	59	0.0418386928104575	1530	NC_086028.1	62859259	62859973	hypomethylated
CGI_10142	70	0.0810196508504924	2234	NC_086028.1	62861058	62861816	hypomethylated
CGI_10143	30	0.762792685475444	957	NC_086028.1	62861848	62862368	hypermethylated
CGI_10144	94	0.0762434622467772	2715	NC_086028.1	62963258	62964245	hypomethylated
CGI_10145	33	0.0271199612403101	1032	NC_086028.1	63072997	63073538	hypomethylated
CGI_10146	83	0.0577268319763138	2702	NC_086028.1	63074223	63075069	hypomethylated
CGI_10147	84	0.053873918367347	2450	NC_086028.1	63152056	63152841	hypomethylated
CGI_10148	112	0.0652215716486904	3894	NC_086028.1	63316750	63317820	hypomethylated
CGI_10149	29	0.410398073217726	1038	NC_086028.1	63317852	63318470	intermediate
CGI_1015	56	0.0596842961757526	3687	NC_086019.1	176923232	176923952	hypomethylated
CGI_10150	68	0.0533867835645119	3821	NC_086028.1	63369776	63370533	hypomethylated
CGI_10151	39	0.043543813015582	2182	NC_086028.1	63371726	63372247	hypomethylated
CGI_10152	95	0.042285244904168	3287	NC_086028.1	63418477	63419453	hypomethylated
CGI_10153	77	0.0811559746434232	3155	NC_086028.1	63557959	63558732	hypomethylated
CGI_10154	82	0.0867574349985392	3423	NC_086028.1	63572040	63572981	hypomethylated
CGI_10155	101	0.037008714683645	2513	NC_086028.1	63581459	63582521	hypomethylated
CGI_10156	36	0.0473811161583388	1541	NC_086028.1	63638328	63638907	hypomethylated
CGI_10157	82	0.0489307236672676	3883	NC_086028.1	63653668	63654536	hypomethylated
CGI_10158	48	0.0395680430107527	2325	NC_086028.1	63696547	63697205	hypomethylated
CGI_10159	58	0.0536094682230869	2313	NC_086028.1	63720367	63721105	hypomethylated
CGI_1016	36	0.0655504862579281	2365	NC_086019.1	176923766	176924318	hypomethylated
CGI_10160	60	0.0569492505353319	2335	NC_086028.1	63735745	63736371	hypomethylated
CGI_10161	48	0.0365849019607843	1530	NC_086028.1	63859342	63859974	hypomethylated
CGI_10162	65	0.95450543119266	2725	NC_086028.1	63884306	63885147	hypermethylated
CGI_10163	62	0.0794648148148148	2970	NC_086028.1	63890163	63890872	hypomethylated
CGI_10164	74	0.0495190774042221	3837	NC_086028.1	63904772	63905660	hypomethylated
CGI_10165	35	0.0322519713261649	1674	NC_086028.1	63930127	63930743	hypomethylated
CGI_10166	40	0.0443910195456947	1893	NC_086028.1	63930584	63931202	hypomethylated
CGI_10167	69	0.0573692235734331	3207	NC_086028.1	63945024	63945917	hypomethylated
CGI_10168	54	0.0931337945715806	1879	NC_086028.1	64088572	64089208	hypomethylated
CGI_10169	48	0.0643234033050469	2239	NC_086028.1	64145212	64145962	hypomethylated
CGI_1017	112	0.0517304347826087	4485	NC_086019.1	177078621	177079789	hypomethylated
CGI_10170	51	0.065556850117096	1708	NC_086028.1	64223549	64224196	hypomethylated
CGI_10171	41	0.0803117578579744	1718	NC_086028.1	64317534	64318070	hypomethylated
CGI_10172	28	0.9760001	1000	NC_086028.1	64515628	64516134	hypermethylated
CGI_10173	107	0.0417664538441075	3759	NC_086028.1	64595087	64596327	hypomethylated
CGI_10174	94	0.979409573412698	4032	NC_086028.1	64651634	64652793	hypermethylated
CGI_10175	80	0.0273328881987578	3220	NC_086028.1	64716244	64717329	hypomethylated
CGI_10176	50	0.0640582672361196	1639	NC_086028.1	64803506	64804189	hypomethylated
CGI_10177	59	0.0491145294725956	1934	NC_086028.1	64804100	64804690	hypomethylated
CGI_10178	85	0.0479050090744101	2755	NC_086028.1	65047857	65048553	hypomethylated
CGI_10179	78	0.0864945092322644	2058	NC_086028.1	65117990	65118883	hypomethylated
CGI_1018	137	0.0653537859518686	5111	NC_086019.1	177736578	177737853	hypomethylated
CGI_10180	72	0.073281358768407	2988	NC_086028.1	65162778	65163791	hypomethylated
CGI_10181	124	0.0741196613151529	4547	NC_086028.1	65169138	65170457	hypomethylated
CGI_10182	39	0.042769050802139	1496	NC_086028.1	65425570	65426253	hypomethylated
CGI_10183	47	0.0472383047707272	2159	NC_086028.1	65464577	65465115	hypomethylated
CGI_10184	68	0.0477501602564103	3120	NC_086028.1	65465007	65465794	hypomethylated
CGI_10185	77	0.0889079125847777	2654	NC_086028.1	65557846	65558771	hypomethylated
CGI_10186	67	0.237952861445783	1328	NC_086028.1	65635752	65636668	intermediate
CGI_10187	76	0.0646996520528879	2874	NC_086028.1	65696314	65697164	hypomethylated
CGI_10188	121	0.0429142950533885	4589	NC_086028.1	65796963	65798195	hypomethylated
CGI_10189	45	0.0601271953166578	1879	NC_086028.1	65871270	65871916	hypomethylated
CGI_1019	60	0.038631344667697	3235	NC_086019.1	177872221	177872983	hypomethylated
CGI_10190	81	0.026152597152751	2599	NC_086028.1	65932047	65933023	hypomethylated
CGI_10191	179	0.105018378281836	5599	NC_086028.1	65981050	65982581	hypomethylated
CGI_10192	86	0.073804385026738	3740	NC_086028.1	66263002	66263959	hypomethylated
CGI_10193	43	0.0554693574958814	1821	NC_086028.1	66293670	66294293	hypomethylated
CGI_10194	129	0.95359842742975	3879	NC_086028.1	66635254	66636429	hypermethylated
CGI_10195	39	0.826026429163214	1207	NC_086028.1	66636548	66637129	hypermethylated
CGI_10196	41	0.912553482972137	1292	NC_086028.1	66636941	66637493	hypermethylated
CGI_10197	63	0.967025321408608	1789	NC_086028.1	67826507	67827344	hypermethylated
CGI_10198	79	0.885073854660347	2532	NC_086028.1	67827631	67828616	hypermethylated
CGI_10199	62	0.94172642059252	2059	NC_086028.1	67828713	67829429	hypermethylated
CGI_102	77	0.057832384341637	1124	NC_086019.1	24804782	24805733	hypomethylated
CGI_1020	42	0.0660833763551884	1937	NC_086019.1	177887403	177888074	hypomethylated
CGI_10200	91	0.965229969765684	2646	NC_086028.1	67872255	67873228	hypermethylated
CGI_10201	34	0.928766951566951	1053	NC_086028.1	68064799	68065308	hypermethylated
CGI_10202	55	0.0818459505541347	2346	NC_086028.1	68198414	68199247	hypomethylated
CGI_10203	65	0.0403044583883752	3028	NC_086028.1	68215126	68215862	hypomethylated
CGI_10204	70	0.0633967060285892	1609	NC_086028.1	68300837	68301588	hypomethylated
CGI_10205	57	0.0569097872340425	1880	NC_086028.1	68339677	68340444	hypomethylated
CGI_10206	46	0.0610283327650869	2933	NC_086028.1	68596577	68597325	hypomethylated
CGI_10207	70	0.0367335995740149	1878	NC_086028.1	68707530	68708180	hypomethylated
CGI_10208	47	0.912516554508749	1486	NC_086028.1	68717014	68717633	hypermethylated
CGI_10209	41	0.773515208503679	1223	NC_086028.1	68743368	68743929	hypermethylated
CGI_1021	216	0.0891762187871582	8410	NC_086019.1	178040838	178042608	hypomethylated
CGI_10210	47	0.142283143282102	2017	NC_086028.1	68762008	68762581	hypomethylated
CGI_10211	76	0.0489838300383594	3389	NC_086028.1	68770126	68770949	hypomethylated
CGI_10212	50	0.0723191041554236	1853	NC_086028.1	69132358	69133102	hypomethylated
CGI_10213	40	0.525808228730823	717	NC_086028.1	69233558	69234107	intermediate
CGI_10214	70	0.0538851047904191	2672	NC_086028.1	69346815	69347583	hypomethylated
CGI_10215	78	0.0457710846953938	3365	NC_086028.1	69453271	69453990	hypomethylated
CGI_10216	78	0.0274774919614148	3421	NC_086028.1	69511104	69511882	hypomethylated
CGI_10217	116	0.0849775910364146	4284	NC_086028.1	69563763	69564797	hypomethylated
CGI_10218	51	0.917678185631882	1907	NC_086028.1	69602667	69603476	hypermethylated
CGI_10219	55	0.0534382978723404	2021	NC_086028.1	69889332	69890000	hypomethylated
CGI_1022	36	0.0899265943877551	1568	NC_086019.1	178231770	178232304	hypomethylated
CGI_10220	32	0.583176599634369	1094	NC_086028.1	69896457	69897007	intermediate
CGI_10221	32	0.670528152753108	1126	NC_086028.1	69898889	69899455	hypermethylated
CGI_10222	38	0.0435507494646681	1401	NC_086028.1	69901063	69901643	hypomethylated
CGI_10223	57	0.0253796585365853	2050	NC_086028.1	69901499	69902281	hypomethylated
CGI_10224	39	0.134182274011299	1416	NC_086028.1	69902246	69902909	hypomethylated
CGI_10225	76	0.265753981436248	2047	NC_086028.1	70014958	70015870	intermediate
CGI_10226	44	0.0750827368421053	1425	NC_086028.1	70193686	70194267	hypomethylated
CGI_10227	64	0.0650812588904694	2812	NC_086028.1	70205111	70205963	hypomethylated
CGI_10228	56	0.0691443003781739	1851	NC_086028.1	70239846	70240493	hypomethylated
CGI_10229	69	0.0840305034129693	2344	NC_086028.1	70240545	70241390	hypomethylated
CGI_1023	27	0.636660342979636	933	NC_086019.1	178316870	178317460	hypermethylated
CGI_10230	45	0.0725669169169169	1998	NC_086028.1	70250205	70250781	hypomethylated
CGI_10231	36	0.0689930214115781	1261	NC_086028.1	70287452	70288010	hypomethylated
CGI_10232	103	0.0415208699472759	4552	NC_086028.1	70501386	70502641	hypomethylated
CGI_10233	104	0.0427057218309859	4544	NC_086028.1	70596541	70597544	hypomethylated
CGI_10234	113	0.0644864378632715	3613	NC_086028.1	70669632	70670756	hypomethylated
CGI_10235	59	0.256000876383764	2168	NC_086028.1	71173901	71174694	intermediate
CGI_10236	105	0.0770046504465661	3247	NC_086028.1	71176956	71177857	hypomethylated
CGI_10237	44	0.56450109460516	1279	NC_086028.1	71181267	71181908	intermediate
CGI_10238	55	0.108425435073628	1494	NC_086028.1	71181960	71182572	hypomethylated
CGI_10239	49	0.068287030075188	1596	NC_086028.1	71186072	71186648	hypomethylated
CGI_1024	53	0.983861098996947	2293	NC_086019.1	179563933	179564548	hypermethylated
CGI_10240	32	0.0327480840543881	1618	NC_086028.1	71527425	71527939	hypomethylated
CGI_10241	36	0.0737372907949791	1912	NC_086028.1	71575953	71576497	hypomethylated
CGI_10242	125	0.0640332022029897	6355	NC_086028.1	71673438	71674775	hypomethylated
CGI_10243	37	0.060937294332724	1641	NC_086028.1	71806725	71807342	hypomethylated
CGI_10244	58	0.0658462098009188	2612	NC_086028.1	71807196	71807847	hypomethylated
CGI_10245	40	0.0474537714285714	1750	NC_086028.1	71864591	71865132	hypomethylated
CGI_10246	48	0.0332775179856115	2224	NC_086028.1	72002018	72002678	hypomethylated
CGI_10247	74	0.0426766894664843	3655	NC_086028.1	72070629	72071579	hypomethylated
CGI_10248	56	0.0901814368117462	1907	NC_086028.1	72118370	72119068	hypomethylated
CGI_10249	88	0.0430761395787488	3181	NC_086028.1	72300535	72301440	hypomethylated
CGI_1025	61	0.171669738118332	1031	NC_086019.1	179704207	179705085	hypomethylated
CGI_10250	46	0.0331500285877644	1749	NC_086028.1	72380853	72381481	hypomethylated
CGI_10251	42	0.0498906581740977	1884	NC_086028.1	72419173	72419805	hypomethylated
CGI_10252	74	0.0346620147874307	4328	NC_086028.1	72440302	72441123	hypomethylated
CGI_10253	108	0.0822598445595855	4632	NC_086028.1	72683833	72684893	hypomethylated
CGI_10254	52	0.0470139943342776	1765	NC_086028.1	72728072	72728764	hypomethylated
CGI_10255	52	0.0598814723494188	2839	NC_086028.1	72761761	72762568	hypomethylated
CGI_10256	49	0.0685080564784053	2408	NC_086028.1	72769277	72770069	hypomethylated
CGI_10257	45	0.0450200810445745	2221	NC_086028.1	72781938	72782655	hypomethylated
CGI_10258	61	0.0411880868024801	2258	NC_086028.1	72889247	72890118	hypomethylated
CGI_10259	44	0.0908236987818383	1806	NC_086028.1	72893404	72893935	hypomethylated
CGI_1026	46	0.950134782608696	782	NC_086019.1	179706406	179706981	hypermethylated
CGI_10260	112	0.94221830045052	6437	NC_086028.1	72914107	72915231	hypermethylated
CGI_10261	73	0.442710655372269	2243	NC_086028.1	73019238	73020030	intermediate
CGI_10262	54	0.0445398319327731	2380	NC_086028.1	73036120	73036923	hypomethylated
CGI_10263	55	0.123575740318907	1756	NC_086028.1	73271581	73272129	hypomethylated
CGI_10264	71	0.0825276699029126	2266	NC_086028.1	73271936	73272556	hypomethylated
CGI_10265	127	0.067640928774078	6697	NC_086028.1	73336165	73337542	hypomethylated
CGI_10266	85	0.0319157865786579	3636	NC_086028.1	73356646	73357347	hypomethylated
CGI_10267	104	0.0287199243098842	4492	NC_086028.1	73357150	73358253	hypomethylated
CGI_10268	121	0.0579396979260595	4436	NC_086028.1	73389530	73390533	hypomethylated
CGI_10269	41	0.886916220238095	1344	NC_086028.1	73463393	73463959	hypermethylated
CGI_1027	34	0.124576612021858	915	NC_086019.1	179712815	179713330	hypomethylated
CGI_10270	39	0.0636441111923921	1367	NC_086028.1	73495859	73496554	hypomethylated
CGI_10271	152	0.0921341357128036	4819	NC_086028.1	74006850	74008394	hypomethylated
CGI_10272	109	0.0424134476534296	2216	NC_086028.1	74150601	74151756	hypomethylated
CGI_10273	29	0.91626525	800	NC_086028.1	74196925	74197480	hypermethylated
CGI_10274	32	0.0266831003811944	787	NC_086028.1	74229783	74230289	hypomethylated
CGI_10275	51	0.0612745098039216	1224	NC_086028.1	74286581	74287311	hypomethylated
CGI_10276	69	0.0836755186721992	1446	NC_086028.1	74309813	74310693	hypomethylated
CGI_10277	38	0.068072338884866	1381	NC_086028.1	74373629	74374204	hypomethylated
CGI_10278	69	0.0561106282101936	2531	NC_086028.1	74374010	74374810	hypomethylated
CGI_10279	50	0.0768262913907285	1510	NC_086028.1	74623459	74624192	hypomethylated
CGI_1028	44	0.037188741370154	1883	NC_086019.1	179768954	179769687	hypomethylated
CGI_10280	38	0.0366716723549488	1172	NC_086028.1	74624341	74625045	hypomethylated
CGI_10281	132	0.0997364434045042	3419	NC_086028.1	74627086	74628302	hypomethylated
CGI_10282	77	0.0507774739583333	2304	NC_086028.1	75569956	75570856	hypomethylated
CGI_10283	34	0.155644252288912	983	NC_086028.1	75707662	75708194	hypomethylated
CGI_10284	54	0.155816666666667	1566	NC_086028.1	75708613	75709300	hypomethylated
CGI_10285	46	0.564723846153846	1560	NC_086028.1	75733570	75734198	intermediate
CGI_10286	20	0.945529701686122	771	NC_086028.1	75904836	75905399	hypermethylated
