NC_086027.1	75	39.2	0.310
NC_086027.1	76	40.3	0.294
NC_086027.1	77	36.9	0.349
NC_086027.1	78	46.2	0.196
NC_086027.1	79	37.7	0.333
NC_086027.1	80	33.8	0.405
NC_086027.1	81	40.1	0.292
NC_086027.1	82	37.5	0.343
NC_086027.1	83	44.3	0.221
NC_086027.1	84	45.6	0.205
NC_086027.1	85	42.6	0.255
NC_086027.1	86	49.6	0.153
NC_086027.1	87	54.6	0.073
NC_086027.1	88	51.9	0.113
NC_086027.1	89	48.2	0.178
NC_086027.1	90	48.9	0.157
NC_086027.1	91	53.7	0.090
NC_086027.1	92	57.2	0.039
NC_086027.1	93	55.4	0.063
NC_086027.1	94	56.2	0.050
NC_086027.1	95	53.8	0.084
NC_086027.1	96	54.0	0.082
NC_086027.1	97	53.5	0.089
NC_086027.1	98	55.8	0.056
NC_086027.1	99	55.4	0.059
NC_086027.1	100	50.5	0.132
NC_086027.1	101	50.6	0.128
NC_086027.1	102	44.5	0.229
NC_086027.1	103	39.2	0.316
NC_086027.1	104	51.0	0.128
NC_086027.1	105	50.5	0.138
NC_086027.1	106	46.0	0.206
NC_086027.1	107	43.7	0.242
NC_086027.1	108	40.8	0.286
NC_086027.1	109	41.2	0.274
NC_086027.1	110	40.1	0.306
NC_086027.1	111	43.0	0.257
NC_086027.1	112	46.1	0.206
NC_086027.1	113	46.7	0.194
NC_086027.1	114	46.0	0.208
NC_086027.1	115	42.4	0.266
NC_086027.1	116	42.9	0.260
NC_086027.1	117	35.5	0.382
NC_086027.1	118	39.5	0.307
NC_086027.1	119	40.3	0.294
NC_086027.1	120	38.9	0.312
NC_086027.1	121	40.1	0.301
NC_086027.1	122	39.8	0.300
NC_086027.1	123	30.0	0.479
NC_086027.1	124	39.6	0.306
NC_086027.1	125	40.1	0.307
NC_086027.1	126	47.1	0.187
NC_086027.1	127	46.4	0.206
NC_086027.1	128	47.0	0.194
NC_086027.1	129	46.4	0.199
NC_086027.1	130	44.7	0.218
NC_086027.1	131	43.3	0.250
NC_086027.1	132	46.9	0.197
NC_086027.1	133	53.6	0.085
NC_086027.1	134	52.3	0.111
NC_086027.1	135	50.4	0.139
NC_086027.1	136	53.4	0.094
NC_086027.1	137	52.4	0.105
NC_086027.1	138	45.4	0.218
NC_086027.1	139	47.2	0.182
NC_086027.1	140	44.0	0.239
NC_086027.1	141	42.2	0.266
NC_086027.1	142	42.1	0.266
NC_086027.1	143	53.0	0.100
NC_086027.1	144	46.2	0.205
NC_086027.1	145	45.5	0.212
NC_086027.1	146	51.2	0.117
NC_086027.1	147	46.6	0.203
NC_086027.1	148	41.2	0.282
NC_086027.1	149	34.4	0.394
NC_086027.1	150	44.5	0.229
NC_086027.1	151	50.1	0.139
NC_086027.1	152	42.6	0.253
NC_086027.1	153	40.6	0.288
NC_086027.1	154	41.5	0.277
NC_086027.1	155	45.7	0.203
NC_086027.1	156	41.4	0.284
NC_086027.1	157	43.8	0.242
NC_086027.1	158	41.6	0.275
NC_086027.1	159	35.6	0.378
NC_086027.1	160	41.7	0.273
NC_086027.1	161	46.6	0.199
NC_086027.1	162	45.7	0.215
NC_086027.1	163	50.7	0.137
NC_086027.1	164	44.4	0.230
NC_086027.1	165	51.4	0.128
NC_086027.1	166	56.4	0.051
NC_086027.1	167	55.0	0.075
NC_086027.1	168	58.1	0.025
NC_086027.1	169	50.6	0.129
NC_086027.1	170	47.6	0.174
NC_086027.1	171	40.2	0.299
NC_086027.1	172	42.7	0.263
NC_086027.1	173	47.5	0.179
NC_086027.1	174	50.6	0.138
NC_086027.1	175	46.0	0.206
NC_086027.1	176	45.3	0.216
NC_086027.1	177	46.9	0.191
NC_086027.1	178	40.6	0.297
NC_086027.1	179	46.8	0.185
NC_086027.1	180	42.2	0.264
NC_086027.1	181	43.5	0.240
NC_086027.1	182	53.5	0.092
NC_086027.1	183	50.9	0.129
NC_086027.1	184	36.4	0.360
NC_086027.1	185	43.6	0.238
NC_086027.1	186	40.8	0.295
NC_086027.1	187	51.1	0.126
NC_086027.1	188	56.1	0.051
NC_086027.1	189	52.6	0.106
NC_086027.1	190	54.7	0.078
NC_086027.1	191	54.3	0.082
NC_086027.1	192	55.5	0.059
NC_086027.1	193	52.3	0.109
NC_086027.1	194	55.1	0.067
NC_086027.1	195	58.0	0.027
NC_086027.1	196	53.5	0.091
NC_086027.1	197	56.2	0.050
NC_086027.1	198	56.3	0.053
NC_086027.1	199	57.4	0.035
NC_086027.1	200	56.9	0.043
NC_086027.1	201	57.9	0.030
NC_086027.1	202	58.7	0.017
NC_086027.1	203	53.5	0.094
NC_086027.1	204	35.6	0.376
NC_086027.1	205	40.3	0.295
NC_086027.1	206	39.1	0.319
NC_086027.1	207	40.1	0.298
NC_086027.1	208	37.0	0.349
NC_086027.1	209	42.0	0.271
NC_086027.1	210	45.6	0.210
NC_086027.1	211	50.7	0.133
NC_086027.1	212	43.0	0.256
NC_086027.1	213	42.0	0.264
NC_086027.1	214	39.3	0.318
NC_086027.1	215	38.8	0.316
NC_086027.1	216	39.9	0.302
NC_086027.1	217	41.4	0.277
NC_086027.1	218	45.3	0.212
NC_086027.1	219	52.0	0.110
NC_086027.1	220	51.7	0.120
NC_086027.1	221	49.1	0.164
NC_086027.1	222	51.5	0.121
NC_086027.1	223	48.0	0.180
NC_086027.1	224	52.1	0.107
NC_086027.1	225	53.5	0.096
NC_086027.1	226	41.7	0.255
NC_086027.1	227	49.9	0.145
NC_086027.1	228	50.6	0.144
NC_086027.1	229	52.9	0.099
NC_086027.1	230	54.1	0.079
NC_086027.1	231	50.4	0.129
NC_086027.1	232	47.7	0.177
NC_086027.1	233	49.9	0.152
NC_086027.1	234	42.0	0.266
NC_086027.1	235	38.8	0.324
NC_086027.1	236	53.2	0.094
NC_086027.1	237	47.7	0.178
NC_086027.1	238	39.1	0.311
NC_086027.1	239	39.9	0.296
NC_086027.1	240	32.3	0.433
NC_086027.1	241	29.3	0.478
NC_086027.1	242	26.7	0.496
NC_086027.1	243	25.2	0.554
NC_086028.1	0	2.0	0.970
NC_086028.1	1	28.9	0.466
NC_086028.1	2	43.8	0.227
NC_086028.1	3	46.3	0.201
NC_086028.1	4	37.3	0.337
NC_086028.1	5	42.9	0.244
NC_086028.1	6	38.9	0.318
NC_086028.1	7	40.9	0.289
NC_086028.1	8	50.5	0.141
NC_086028.1	9	54.3	0.078
NC_086028.1	10	57.2	0.038
NC_086028.1	11	55.6	0.062
NC_086028.1	12	49.8	0.148
NC_086028.1	13	49.0	0.154
NC_086028.1	14	53.0	0.099
NC_086028.1	15	50.0	0.145
NC_086028.1	16	45.3	0.214
NC_086028.1	17	48.2	0.165
NC_086028.1	18	50.0	0.134
NC_086028.1	19	48.7	0.152
NC_086028.1	20	52.7	0.096
NC_086028.1	21	55.1	0.071
NC_086028.1	22	57.1	0.040
NC_086028.1	23	54.6	0.076
NC_086028.1	24	51.2	0.137
NC_086028.1	25	39.8	0.304
NC_086028.1	26	55.1	0.071
NC_086028.1	27	57.4	0.035
NC_086028.1	28	58.2	0.026
NC_086028.1	29	58.3	0.024
NC_086028.1	30	59.0	0.013
NC_086028.1	31	57.2	0.035
NC_086028.1	32	56.4	0.049
NC_086028.1	33	55.8	0.060
NC_086028.1	34	56.6	0.050
NC_086028.1	35	55.5	0.063
NC_086028.1	36	56.6	0.046
NC_086028.1	37	51.8	0.120
NC_086028.1	38	53.8	0.086
NC_086028.1	39	48.9	0.164
NC_086028.1	40	54.9	0.068
NC_086028.1	41	55.2	0.069
NC_086028.1	42	53.9	0.083
NC_086028.1	43	49.9	0.138
NC_086028.1	44	47.8	0.174
NC_086028.1	45	40.5	0.293
NC_086028.1	46	47.1	0.183
NC_086028.1	47	42.5	0.260
NC_086028.1	48	37.7	0.339
NC_086028.1	49	45.3	0.214
NC_086028.1	50	38.1	0.343
NC_086028.1	51	40.6	0.299
NC_086028.1	52	37.0	0.352
NC_086028.1	53	38.3	0.333
NC_086028.1	54	40.7	0.290
NC_086028.1	55	44.0	0.234
NC_086028.1	56	47.5	0.186
NC_086028.1	57	53.3	0.091
NC_086028.1	58	49.3	0.152
NC_086028.1	59	50.8	0.131
NC_086028.1	60	43.4	0.251
NC_086028.1	61	50.3	0.138
NC_086028.1	62	52.9	0.103
NC_086028.1	63	46.2	0.195
NC_086028.1	64	45.2	0.212
NC_086028.1	65	41.1	0.285
NC_086028.1	66	37.9	0.340
NC_086028.1	67	47.9	0.180
NC_086028.1	68	48.3	0.176
NC_086028.1	69	54.5	0.079
NC_086028.1	70	53.6	0.098
NC_086028.1	71	54.0	0.084
NC_086028.1	72	55.8	0.057
NC_086028.1	73	57.1	0.039
NC_086028.1	74	54.4	0.077
NC_086028.1	75	54.5	0.077
NC_086028.1	76	55.7	0.059
NC_086028.1	77	54.5	0.074
NC_086028.1	78	52.6	0.101
NC_086028.1	79	55.7	0.059
NC_086028.1	80	49.3	0.159
NC_086028.1	81	44.7	0.220
NC_086028.1	82	42.9	0.251
NC_086028.1	83	44.8	0.225
NC_086028.1	84	54.2	0.083
NC_086028.1	85	55.2	0.063
NC_086028.1	86	44.3	0.233
NC_086028.1	87	44.0	0.225
NC_086028.1	88	56.5	0.049
NC_086028.1	89	57.4	0.035
NC_086028.1	90	58.3	0.023
NC_086028.1	91	58.2	0.024
NC_086028.1	92	57.2	0.036
NC_086028.1	93	56.7	0.045
NC_086028.1	94	54.9	0.067
NC_086028.1	95	53.6	0.088
NC_086028.1	96	50.1	0.146
NC_086028.1	97	45.7	0.213
NC_086028.1	98	54.3	0.079
NC_086028.1	99	43.3	0.247
NC_086028.1	100	54.5	0.076
NC_086028.1	101	41.9	0.269
NC_086028.1	102	46.8	0.193
NC_086028.1	103	43.4	0.248
NC_086028.1	104	51.4	0.122
NC_086028.1	105	54.4	0.076
NC_086028.1	106	53.3	0.096
NC_086028.1	107	56.3	0.051
NC_086028.1	108	57.1	0.040
NC_086028.1	109	57.5	0.034
NC_086028.1	110	57.6	0.032
NC_086028.1	111	54.5	0.078
NC_086028.1	112	44.5	0.235
NC_086028.1	113	51.3	0.124
NC_086028.1	114	56.4	0.048
NC_086028.1	115	55.9	0.056
NC_086028.1	116	56.2	0.054
NC_086028.1	117	33.0	0.422
NC_086028.1	118	36.3	0.358
NC_086028.1	119	49.5	0.156
NC_086028.1	120	55.8	0.055
NC_086028.1	121	57.5	0.034
NC_086028.1	122	56.9	0.041
NC_086028.1	123	57.0	0.040
NC_086028.1	124	54.0	0.083
NC_086028.1	125	53.8	0.092
NC_086028.1	126	57.2	0.039
NC_086028.1	127	56.9	0.043
NC_086028.1	128	53.9	0.079
NC_086028.1	129	55.0	0.068
NC_086028.1	130	56.4	0.050
NC_086028.1	131	54.3	0.078
NC_086028.1	132	51.9	0.112
NC_086028.1	133	48.6	0.164
NC_086028.1	134	53.5	0.085
NC_086028.1	135	55.2	0.068
NC_086028.1	136	52.5	0.106
NC_086028.1	137	47.5	0.189
NC_086028.1	138	52.8	0.099
NC_086028.1	139	55.2	0.066
NC_086028.1	140	55.3	0.067
NC_086028.1	141	51.3	0.124
NC_086028.1	142	56.8	0.043
NC_086028.1	143	53.5	0.085
NC_086028.1	144	49.9	0.149
NC_086028.1	145	54.1	0.081
NC_086028.1	146	56.8	0.043
NC_086028.1	147	56.9	0.041
NC_086028.1	148	55.0	0.067
NC_086028.1	149	51.9	0.113
NC_086028.1	150	45.4	0.219
NC_086028.1	151	47.2	0.180
NC_086028.1	152	50.1	0.139
NC_086028.1	153	32.0	0.438
NC_086028.1	154	40.0	0.299
NC_086028.1	155	32.5	0.434
NC_086028.1	156	40.8	0.288
NC_086028.1	157	46.4	0.198
NC_086028.1	158	49.7	0.149
NC_086028.1	159	57.2	0.038
NC_086028.1	160	50.4	0.145
NC_086028.1	161	57.4	0.034
NC_086028.1	162	56.8	0.043
NC_086028.1	163	54.3	0.080
NC_086028.1	164	55.5	0.060
NC_086028.1	165	57.8	0.029
NC_086028.1	166	58.1	0.026
NC_086028.1	167	58.0	0.027
NC_086028.1	168	57.4	0.036
NC_086028.1	169	54.7	0.075
NC_086028.1	170	46.3	0.196
NC_086028.1	171	54.4	0.080
NC_086028.1	172	57.0	0.041
NC_086028.1	173	56.9	0.040
NC_086028.1	174	54.8	0.073
NC_086028.1	175	57.7	0.031
NC_086028.1	176	56.7	0.047
NC_086028.1	177	57.4	0.035
NC_086028.1	178	55.8	0.060
NC_086028.1	179	56.7	0.045
NC_086028.1	180	45.9	0.206
NC_086028.1	181	54.2	0.082
NC_086028.1	182	52.1	0.117
NC_086028.1	183	57.2	0.038
NC_086028.1	184	50.7	0.137
NC_086028.1	185	55.1	0.065
NC_086028.1	186	56.2	0.051
NC_086028.1	187	50.0	0.144
NC_086028.1	188	53.7	0.088
NC_086028.1	189	54.5	0.075
NC_086028.1	190	51.0	0.130
NC_086028.1	191	47.1	0.181
NC_086028.1	192	45.3	0.218
NC_086028.1	193	46.8	0.189
NC_086028.1	194	47.6	0.178
NC_086028.1	195	49.0	0.148
NC_086028.1	196	51.8	0.116
NC_086028.1	197	55.8	0.058
NC_086028.1	198	55.6	0.064
NC_086028.1	199	55.8	0.059
NC_086028.1	200	56.7	0.046
NC_086028.1	201	52.8	0.104
NC_086028.1	202	57.4	0.034
NC_086028.1	203	57.6	0.036
NC_086028.1	204	58.1	0.025
NC_086028.1	205	57.4	0.034
NC_086028.1	206	58.0	0.026
NC_086028.1	207	58.1	0.026
NC_086028.1	208	58.8	0.016
NC_086028.1	209	58.4	0.021
NC_086028.1	210	57.3	0.036
NC_086028.1	211	58.4	0.021
NC_086028.1	212	58.3	0.024
NC_086028.1	213	56.4	0.049
NC_086028.1	214	55.6	0.059
NC_086028.1	215	43.4	0.265
NC_086030.1	0	6.3	0.883
NC_086030.1	1	20.1	0.592
NC_086030.1	2	16.1	0.667
NC_086030.1	3	23.6	0.575
NC_086030.1	4	2.1	0.957
NC_086030.1	5	7.3	0.847
NC_086030.1	6	16.8	0.660
NC_086030.1	7	27.4	0.468
NC_086030.1	8	25.3	0.522
NC_086030.1	9	46.2	0.216
NC_086030.1	10	54.5	0.076
NC_086030.1	11	28.4	0.516
NC_086030.1	12	54.2	0.083
NC_086030.1	13	42.7	0.261
NC_086030.1	14	50.0	0.150
NC_086030.1	15	42.3	0.265
NC_086030.1	16	38.9	0.318
NC_086030.1	17	14.5	0.747
NC_086030.1	18	6.6	0.887
NC_086030.1	19	53.4	0.090
NC_086030.1	20	55.3	0.063
NC_086030.1	21	53.9	0.087
NC_086030.1	22	55.3	0.065
NC_086030.1	23	55.6	0.061
NC_086030.1	24	54.5	0.076
NC_086030.1	25	21.8	0.626
NC_086030.1	26	54.7	0.072
NC_086030.1	27	53.2	0.093
NC_086030.1	28	39.3	0.314
NC_086030.1	29	55.4	0.064
NC_086030.1	30	53.2	0.093
NC_086030.1	31	56.1	0.054
NC_086030.1	32	54.4	0.078
NC_086030.1	33	55.3	0.064
NC_086030.1	34	55.6	0.062
NC_086030.1	35	53.2	0.094
NC_086030.1	36	49.7	0.148
NC_086030.1	37	51.3	0.122
NC_086030.1	38	56.7	0.047
NC_086030.1	39	57.7	0.032
NC_086030.1	40	56.5	0.049
NC_086030.1	41	56.9	0.041
NC_086030.1	42	53.3	0.094
NC_086030.1	43	41.7	0.273
NC_086030.1	44	46.4	0.193
NC_086030.1	45	30.4	0.448
NC_086030.1	46	24.4	0.532
NC_086030.1	47	14.8	0.719
NC_086030.1	48	15.3	0.712
NC_086030.1	49	55.8	0.055
NC_086030.1	50	53.3	0.096
NC_086030.1	51	55.3	0.065
NC_086030.1	52	55.6	0.062
NC_086030.1	53	55.5	0.061
NC_086030.1	54	55.6	0.060
NC_086030.1	55	55.7	0.061
NC_086030.1	56	54.0	0.084
NC_086030.1	57	49.2	0.149
NC_086030.1	58	49.6	0.141
NC_086030.1	59	49.1	0.153
NC_086030.1	60	49.7	0.146
NC_086030.1	61	53.4	0.088
NC_086030.1	62	48.1	0.175
NC_086030.1	63	51.3	0.122
NC_086030.1	64	53.2	0.100
NC_086030.1	65	55.5	0.063
NC_086030.1	66	57.2	0.037
NC_086030.1	67	55.6	0.061
NC_086030.1	68	51.1	0.124
NC_086030.1	69	54.6	0.073
NC_086030.1	70	50.9	0.127
NC_086030.1	71	50.8	0.123
NC_086030.1	72	49.1	0.155
NC_086030.1	73	55.9	0.059
NC_086030.1	74	58.5	0.020
NC_086030.1	75	55.9	0.057
NC_086030.1	76	57.7	0.032
NC_086030.1	77	56.2	0.051
NC_086030.1	78	57.1	0.039
NC_086030.1	79	56.7	0.044
NC_086030.1	80	58.3	0.023
NC_086030.1	81	56.2	0.052
NC_086030.1	82	54.0	0.077
NC_086030.1	83	57.7	0.032
NC_086030.1	84	57.1	0.038
NC_086030.1	85	54.3	0.079
NC_086030.1	86	55.2	0.067
NC_086030.1	87	54.7	0.077
NC_086030.1	88	58.4	0.021
NC_086030.1	89	53.8	0.091
NC_086030.1	90	55.6	0.060
NC_086030.1	91	55.6	0.059
NC_086030.1	92	56.3	0.051
NC_086030.1	93	57.8	0.030
NC_086030.1	94	56.5	0.047
NC_086030.1	95	58.5	0.021
NC_086030.1	96	58.2	0.023
NC_086030.1	97	57.5	0.033
NC_086030.1	98	57.6	0.032
NC_086030.1	99	57.9	0.027
NC_086030.1	100	56.9	0.042
NC_086030.1	101	56.8	0.043
NC_086030.1	102	55.6	0.061
NC_086030.1	103	57.2	0.037
NC_086030.1	104	50.3	0.144
NC_086037.1	0	37.0	0.354
NC_086037.1	1	51.8	0.115
NC_086037.1	2	47.5	0.179
NC_086037.1	3	36.8	0.357
NC_086037.1	4	43.7	0.236
NC_086037.1	5	39.7	0.307
NC_086037.1	6	36.0	0.360
NC_086037.1	7	39.4	0.302
NC_086037.1	8	42.9	0.249
NC_086037.1	9	42.9	0.251
NC_086037.1	10	44.8	0.219
NC_086037.1	11	39.1	0.320
NC_086037.1	12	39.9	0.301
NC_086037.1	13	38.9	0.310
NC_086037.1	14	35.8	0.369
NC_086037.1	15	42.9	0.255
NC_086037.1	16	36.8	0.356
NC_086037.1	17	42.2	0.266
NC_086037.1	18	54.2	0.083
NC_086037.1	19	56.7	0.046
NC_086037.1	20	56.9	0.045
NC_086037.1	21	55.6	0.060
NC_086037.1	22	52.6	0.110
NC_086037.1	23	49.1	0.155
NC_086037.1	24	43.3	0.253
NC_086037.1	25	42.9	0.257
NC_086037.1	26	51.5	0.126
NC_086037.1	27	41.5	0.296
NC_086037.1	28	13.1	0.755
NC_086037.1	29	6.1	0.890
NC_086037.1	30	12.3	0.765
NC_086037.1	31	9.4	0.803
NC_086037.1	32	10.8	0.799
NC_086037.1	33	7.7	0.853
NC_086037.1	34	3.3	0.946
NC_086037.1	35	5.5	0.898
NC_086037.1	36	9.4	0.813
NC_086037.1	37	3.9	0.928
NC_086037.1	38	7.1	0.876
NC_086037.1	39	7.7	0.857
NC_086037.1	40	6.2	0.884
NC_086037.1	41	10.9	0.788
NC_086037.1	42	3.2	0.943
NC_086037.1	43	4.0	0.927
NC_086037.1	44	3.4	0.945
NC_086037.1	45	6.5	0.883
NC_086037.1	46	10.8	0.789
NC_086037.1	47	8.6	0.836
NC_086037.1	48	3.0	0.948
NC_086037.1	49	14.5	0.716
NC_086037.1	50	4.2	0.926
NC_086037.1	51	9.7	0.813
NC_086037.1	52	18.9	0.656
NC_086037.1	53	8.9	0.826
NC_086037.1	54	8.8	0.823
NC_086037.1	55	4.6	0.914
NC_086037.1	56	4.0	0.924
NC_086037.1	57	4.4	0.915
NC_086037.1	58	9.6	0.813
NC_086037.1	59	8.5	0.850
NC_086037.1	60	47.2	0.190
NC_086037.1	61	55.8	0.058
NC_086037.1	62	53.2	0.097
NC_086037.1	63	55.8	0.057
NC_086037.1	64	51.1	0.130
NC_086037.1	65	47.7	0.178
NC_086037.1	66	47.3	0.184
NC_086037.1	67	49.2	0.154
NC_086037.1	68	55.4	0.062
NC_086037.1	69	57.6	0.032
NC_086037.1	70	57.3	0.035
NC_086037.1	71	55.7	0.061
NC_086037.1	72	54.0	0.081
NC_086037.1	73	52.2	0.110
NC_086037.1	74	48.6	0.167
NC_086037.1	75	52.3	0.112
NC_086037.1	76	34.5	0.375
NC_086037.1	77	22.0	0.613
NC_086037.1	78	25.6	0.546
NC_086037.1	79	40.2	0.305
NC_086037.1	80	58.3	0.023
NC_086037.1	81	57.6	0.032
NC_086037.1	82	58.1	0.025
NC_086037.1	83	52.7	0.102
NC_086037.1	84	43.4	0.243
NC_086037.1	85	45.8	0.206
NC_086037.1	86	42.8	0.255
NC_086037.1	87	44.6	0.227
NC_086037.1	88	52.9	0.098
NC_086037.1	89	46.1	0.204
NC_086037.1	90	53.2	0.092
NC_086037.1	91	53.9	0.087
NC_086037.1	92	55.2	0.064
NC_086037.1	93	46.1	0.207
NC_086037.1	94	48.5	0.171
NC_086037.1	95	50.7	0.134
NC_086037.1	96	42.1	0.266
NC_086037.1	97	33.9	0.405
NC_086037.1	98	34.0	0.396
NC_086037.1	99	39.3	0.313
NC_086037.1	100	57.9	0.028
NC_086037.1	101	56.3	0.047
NC_086037.1	102	55.0	0.066
NC_086037.1	103	52.4	0.108
NC_086037.1	104	53.4	0.089
NC_086037.1	105	49.6	0.147
NC_086037.1	106	52.6	0.101
NC_086037.1	107	56.4	0.049
NC_086037.1	108	53.5	0.091
NC_086037.1	109	52.4	0.107
NC_086037.1	110	54.6	0.073
NC_086037.1	111	55.0	0.071
NC_086037.1	112	54.0	0.084
NC_086037.1	113	55.1	0.067
NC_086037.1	114	45.8	0.206
NC_086037.1	115	41.1	0.284
NC_086037.1	116	46.6	0.199
NC_086037.1	117	50.7	0.134
NC_086037.1	118	49.8	0.149
NC_086037.1	119	53.6	0.086
NC_086037.1	120	51.0	0.124
NC_086037.1	121	50.6	0.127
NC_086037.1	122	46.2	0.205
NC_086037.1	123	51.4	0.123
NC_086037.1	124	57.3	0.036
NC_086037.1	125	53.5	0.090
NC_086037.1	126	51.2	0.126
NC_086037.1	127	50.5	0.135
NC_086037.1	128	56.3	0.052
NC_086037.1	129	57.6	0.031
NC_086037.1	130	58.5	0.020
NC_086037.1	131	36.9	0.388
NC_086037.1	132	57.5	0.033
NC_086037.1	133	58.1	0.027
NC_086037.1	134	58.6	0.020
NC_086037.1	135	58.2	0.023
NC_086037.1	136	24.3	0.603
NC_086037.1	137	31.0	0.446
NC_086037.1	138	57.4	0.035
NC_086037.1	139	56.9	0.041
NC_086037.1	140	56.6	0.045
NC_086037.1	141	56.6	0.044
NC_086037.1	142	53.9	0.084
NC_086037.1	143	53.4	0.092
NC_086037.1	144	51.7	0.116
NC_086037.1	145	49.9	0.140
NC_086037.1	146	44.8	0.226
NC_086037.1	147	35.3	0.378
NC_086037.1	148	26.7	0.529
