chr	win	n_bins	med_log2r	mean_nT	mean_nN	med_nT	med_nN	n_zeroN	n_zeroT	pb_med	u_tandup	u_trf	u_sat	u_rrna	mb	rep_frac	has_gap
chr10	107	25	0.562180665746507	2.42540166204986	1.85495400788436	2.46329639889197	1.57621550591327	0	0	0.815886775170072	349023	19107	1064	123	53.5	0.040588	FALSE
chr10	108	25	0.0532624150150319	2.71916897506925	2.6246517739816	2.7590027700831	2.43626806833114	0	0	0.840512282034383	378066	14687	1060	5036	54	0.041566	FALSE
chr10	109	25	0.087038174221575	3.02515235457064	3.20932982917214	3.07202216066482	2.87385019710907	0	0	0.784296422068565	377312	19356	2068	5035	54.5	0.052918	FALSE
chr10	110	25	-0.131101300596953	3.0012188365651	3.19697766097241	2.93559556786704	3.13272010512484	0	0	0.736145708828096	403847	18757	2064	0	55	0.041642	FALSE
chr10	111	25	0.243189528914452	2.87891966759003	2.57687253613666	2.86080332409972	2.34559789750329	0	0	0.816395035801656	409737	24157	1504	0	55.5	0.051322	FALSE
chr10	112	25	0.568178114827679	1.45576177285319	1.1099605781866	1.3601108033241	1.07752956636005	0	0	1.04684375733068	307137	14818	1276	0	56	0.032188	FALSE
chr10	113	25	0.868698300087892	1.89808864265928	1.23524310118265	1.84972299168975	0.965834428383706	0	0	0.89638743981859	195178	16971	425	0	56.5	0.034792	FALSE
chr10	114	25	0.460751732256561	2.75149584487535	2.0684099868594	2.63711911357341	1.93823915900131	0	0	0.737826878609488	242622	20422	850	122	57	0.042788	FALSE
chr10	115	25	0.106074308536785	1.99875346260388	1.80134034165572	1.89058171745152	1.06438896189225	0	0	0.993688631717698	300551	14175	421	0	57.5	0.029192	FALSE
chr10	116	25	0.310705734552681	2.58554016620499	2.38176084099869	2.70983379501385	1.68462549277267	0	0	0.929954982629774	294883	13754	424	0	58	0.028356	FALSE
chr10	117	25	-0.865436806440721	0.688310249307479	1.05319316688568	0.702908587257618	1.05584756898817	0	0	1.07794819092727	370105	8987	212	0	58.5	0.018398	FALSE
chr10	118	25	-0.876176288014806	0.575263157894737	1.11337713534823	0.527008310249308	0.862023653088042	0	0	1.1381575272841	314813	8429	0	0	59	0.016858	FALSE
chr10	119	25	0.252335925017361	2.01634349030471	1.726938239159	2.52700831024931	1.7365308804205	0	0	0.804911696696865	246370	14576	217	0	59.5	0.029586	FALSE
chr10	120	25	0.356172472539	1.67540166204986	1.51784494086728	1.20360110803324	0.942181340341656	0	0	1.00946146714179	424363	13696	2490	0	60	0.032372	FALSE
chr10	121	25	0.217569088131246	3.08562326869806	3.00262812089356	3.29916897506925	2.76281208935611	0	0	0.829475765462852	491848	18142	1858	0	60.5	0.04	FALSE
chr10	122	25	0.364323482363044	2.83193905817175	2.61894875164258	3.06232686980609	2.32720105124836	0	0	0.726712168094637	384453	27745	1488	0	61	0.058466	FALSE
chr10	123	25	0.570822887937247	2.81869806094183	1.96625492772668	2.79293628808864	1.88961892247043	0	0	0.884501960433865	315783	16009	1003	0	61.5	0.034024	FALSE
chr10	124	25	0.70954961025212	1.99590027700831	1.47455978975033	1.86426592797784	1.00197109067017	0	0	0.901983892047676	361061	18878	1729	0	62	0.041214	FALSE
chr10	125	25	-0.273533993309209	1.18351800554017	1.59377135348226	0.75415512465374	0.816688567674113	0	0	1.07446297516784	375759	14988	4024	0	62.5	0.038024	FALSE
chr10	126	25	0.161543542253134	2.63714681440443	2.92070959264126	2.56301939058172	2.1826544021025	0	0	0.843802012935512	389678	41922	2649	0	63	0.089142	FALSE
chr10	127	25	0.277310706194303	2.78703601108033	2.51337713534823	2.80747922437673	2.22404730617608	0	0	0.891567341741044	440329	14650	1067	0	63.5	0.031434	FALSE
chr10	128	25	0.61636819809151	2.52831024930748	2.00593955321945	2.70360110803324	1.56964520367937	0	0	0.91648886853364	358085	17178	849	0	64	0.036054	FALSE
chr10	129	25	0.331097075793173	2.21013850415513	1.73448094612352	2.39058171745152	1.5335085413929	0	0	0.952095039152825	393362	21076	1997	0	64.5	0.046146	FALSE
chr10	130	25	0.177601984414578	2.71537396121884	2.39479632063075	2.90512465373961	2.1353482260184	0	0	0.741814769718837	387891	24750	1225	0	65	0.05195	FALSE
chr10	131	25	0.443241990651673	1.88808864265928	1.70367936925099	1.80609418282548	1.1622864651774	0	0	0.854710068028731	472497	20660	2777	0	65.5	0.046874	FALSE
chr10	132	25	0.67691996823363	1.99562326869806	1.32770039421813	1.90858725761773	1.28909329829172	0	0	0.989253918075088	332871	20536	589	0	66	0.04225	FALSE
chr10	133	25	1.0324069069495	1.83689750692521	1.1137976346912	1.82756232686981	0.85742444152431	0	0	0.815685705030105	230649	19659	211	0	66.5	0.03974	FALSE
chr10	134	25	1.00948207545053	1.68872576177285	0.883416557161629	1.61288088642659	0.771353482260184	0	0	0.812658482367266	241594	16903	426	0	67	0.034658	FALSE
chr10	135	25	0.77963211671214	2.35506925207756	1.62220762155059	2.64542936288089	1.3042049934297	0	0	0.834921415086963	259036	17151	633	0	67.5	0.035568	FALSE
chr10	136	25	0.57107385240087	2.50484764542936	1.86289093298292	2.48753462603878	1.95335085413929	0	0	0.809642430267758	347970	21664	847	0	68	0.045022	FALSE
chr10	137	25	0.610729628429933	1.7891135734072	1.40943495400788	1.51315789473684	0.906701708278581	0	0	1.07069849532512	339873	12895	422	0	68.5	0.026634	FALSE
chr10	138	25	0.66171504775715	1.99642659279778	1.36336399474376	1.97853185595568	1.20827858081472	0	0	0.851470604662593	352580	17672	856	120	69	0.037296	FALSE
chr10	139	25	0.389680925118005	1.68473684210526	1.39122207621551	1.27354570637119	1.07621550591327	0	0	0.967409881480323	270317	16366	1046	0	69.5	0.034824	FALSE
chr10	140	25	0.247298952561647	2.13814404432133	1.7377135348226	2.75415512465374	1.71287779237845	0	0	0.887908982249975	378675	16620	1056	0	70	0.035352	FALSE
chr10	141	25	0.570502373213537	1.33722991689751	0.951458607095926	1.32271468144044	0.890275952693824	0	0	1.07736732163403	342017	15448	1056	0	70.5	0.033008	FALSE
chr10	142	25	0.732697436992377	2.16116343490305	1.67718791064389	2.11565096952909	1.18396846254928	0	0	0.917706459936775	217988	15624	852	0	71	0.032952	FALSE
chr10	143	25	0.356566204916842	1.34387811634349	1.00189224704336	1.06094182825485	0.959921156373193	0	0	1.03497503379095	461650	17640	1456	124	71.5	0.03844	FALSE
chr10	144	25	0.370483862690968	1.67326869806094	1.27634691195795	1.59764542936288	1.11563731931669	0	0	0.891422124417735	394883	17033	1684	0	72	0.037434	FALSE
chr10	145	25	0.501281422923196	1.56349030470914	1.16417871222076	1.35387811634349	0.988173455978975	0	0	1.10308195842316	361339	17072	2022	0	72.5	0.038188	FALSE
chr10	146	25	0.280871899816374	2.91587257617729	2.68932982917214	3.06925207756233	2.31143232588699	0	0	0.817171389953195	425879	22067	1276	0	73	0.046686	FALSE
chr10	147	25	0.793626991919664	3.2002216066482	1.93584756898817	3.16204986149584	1.78580814717477	0	0	0.949782732543202	309091	13878	858	124	73.5	0.02972	FALSE
chr10	148	25	0.773149477723056	2.69376731301939	1.71818659658344	2.65720221606648	1.63403416557162	0	0	0.71473732420326	484428	22679	2920	0	74	0.051198	FALSE
chr10	149	25	0.592335459527208	1.73254847645429	1.23989487516426	1.60180055401662	1.2838370565046	0	0	0.900593156912903	412991	23957	832	0	74.5	0.049578	FALSE
chr10	150	25	0.704377490752065	1.25861495844875	0.91030223390276	1.21191135734072	0.683968462549277	0	0	0.907429541671786	274176	20747	425	111	75	0.042566	FALSE
chr10	151	25	0.512719531787313	1.57462603878116	1.57137976346912	1.58587257617729	1.04599211563732	0	0	0.760145664145843	217843	34046	424	0	75.5	0.06894	FALSE
chr10	152	25	-0.0265853409848768	0.671412742382271	0.680946123521682	0.602493074792244	0.649145860709593	0	0	1.05394265032786	186217	12873	210	122	76	0.02641	FALSE
chr10	153	25	-0.72360256789602	0.556454293628809	1.15768725361367	0.526315789473684	0.872536136662286	0	0	0.895566403413724	300907	20866	201	0	76.5	0.042134	FALSE
chr10	154	25	-0.835480369984458	0.389861495844875	0.757319316688568	0.364265927977839	0.62023653088042	0	0	0.972760581316116	295082	12754	0	0	77	0.025508	FALSE
chr10	155	25	-0.762708239425669	0.482216066481995	0.846491458607096	0.447368421052632	0.730617608409987	0	0	0.920917996894583	309833	20521	196	0	77.5	0.041434	FALSE
chr10	156	25	-0.579626381581788	0.446371191135734	0.686806833114323	0.45983379501385	0.627463863337714	0	0	1.08646574546754	213477	12592	423	0	78	0.02603	FALSE
chr10	157	25	0.0168483893123303	0.729861495844875	0.731800262812089	0.684903047091413	0.670170827858081	0	0	1.05018934104847	216266	15045	211	0	78.5	0.030512	FALSE
chr10	158	25	0.699941165744395	1.52883656509695	0.980683311432326	1.45914127423823	0.936925098554534	0	0	0.870064007327889	330814	26332	1567	0	79	0.055798	FALSE
chr10	159	25	0.0447890044703558	2.92254847645429	3.1754270696452	3.24515235457064	2.98028909329829	0	0	0.737257179879581	381835	19918	1377	0	79.5	0.04259	FALSE
chr10	160	25	-0.0449497877169854	4.3407756232687	3.18554533508541	3.37257617728532	2.73193166885677	0	0	0.72954949118084	344694	22256	846	0	80	0.046204	FALSE
chr10	161	25	0.0292647578613135	2.93213296398892	2.99574244415243	3.46191135734072	3.22667542706965	0	0	0.792970364495481	427572	18853	1261	0	80.5	0.040228	FALSE
chr10	162	25	0.208860105363059	2.99623268698061	2.75800262812089	3.11495844875346	2.63206307490145	0	0	0.698685224695881	443869	24149	2543	0	81	0.053384	FALSE
chr10	163	25	0.128377594297165	2.52141274238227	2.45524310118265	2.54224376731302	2.40670170827858	0	0	0.637526390455871	445676	25411	585	0	81.5	0.051992	FALSE
chr10	164	25	0.328303235179112	2.65036011080332	2.26664914586071	2.54570637119114	2.1754270696452	0	0	0.85540822823695	448083	23142	2441	0	82	0.051166	FALSE
